transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
772,4/14/2023,21:47:00,25,Male,26,Electronics,1,30,16.2,30
773,1/14/2023,19:10:00,3,Male,25,Electronics,4,500,175,2000
774,11/6/2023,9:04:00,2,Female,40,Clothing,2,25,6.5,50
775,5/6/2022,11:07:00,98,Female,46,Electronics,4,25,9.5,100
776,9/8/2023,18:57:00,109,Male,35,Clothing,3,30,30.9,90
777,9/10/2022,15:07:00,54,Male,48,Electronics,3,50,17,150
778,12/13/2023,18:28:00,105,Female,47,Beauty,4,25,13.75,100
779,5/15/2023,19:19:00,3,Female,56,Electronics,2,500,155,1000
780,7/6/2022,11:30:00,107,Male,52,Electronics,2,25,13.25,50
781,10/19/2022,16:52:00,106,Male,35,Beauty,1,500,225,500
782,4/13/2022,21:51:00,71,Male,59,Clothing,3,300,150,900
783,11/11/2022,15:37:00,91,Female,56,Clothing,1,300,150,300
784,10/18/2023,22:44:00,71,Female,34,Electronics,1,500,610,500
785,10/19/2022,6:09:00,88,Female,31,Beauty,4,50,13,200
786,12/16/2022,20:38:00,78,Male,48,Clothing,4,25,28.5,100
787,6/10/2022,10:42:00,25,Male,41,Electronics,1,25,13.75,25
788,6/20/2022,18:54:00,90,Female,52,Beauty,3,300,105,900
789,12/6/2023,22:13:00,34,Female,61,Clothing,4,500,510,2000
790,4/13/2023,20:47:00,29,Male,62,Clothing,1,25,9.25,25
791,9/4/2022,16:28:00,106,Female,51,Beauty,1,25,11.75,25
792,1/4/2023,22:50:00,4,Female,20,Beauty,1,50,26.5,50
793,5/27/2022,10:53:00,1,Male,54,Beauty,1,30,14.7,30
794,11/2/2022,21:47:00,145,Female,60,Beauty,1,300,315,300
795,10/3/2023,19:51:00,71,Male,57,Electronics,1,300,102,300
796,10/1/2022,19:50:00,38,Male,43,Beauty,4,30,7.8,120
797,9/16/2022,6:38:00,116,Male,,Clothing,3,25,10.75,75
798,1/20/2023,21:19:00,73,Male,61,Clothing,1,50,15,50
799,10/1/2023,19:44:00,86,Male,56,Electronics,2,50,60,100
800,9/19/2022,7:33:00,111,Male,32,Clothing,4,300,87,1200
801,12/1/2022,17:14:00,153,Male,21,Clothing,4,50,19,200
802,9/22/2023,18:00:00,57,Female,46,Beauty,1,30,9.9,30
803,10/25/2022,17:16:00,60,Male,39,Clothing,4,25,6.75,100
804,12/11/2023,17:12:00,99,Male,42,Electronics,1,30,10.8,30
805,9/3/2022,13:55:00,59,Female,30,Beauty,3,500,155,1500
806,1/22/2023,8:08:00,14,Female,35,Beauty,3,300,165,900
807,1/26/2023,19:49:00,91,Female,50,Electronics,4,50,15.5,200
808,11/22/2023,7:18:00,30,Male,33,Beauty,4,500,195,2000
809,12/14/2022,22:51:00,124,Female,62,Beauty,2,50,50,100
810,12/1/2022,18:04:00,76,Male,59,Electronics,4,25,13.75,100
811,4/15/2023,18:34:00,2,Male,61,Beauty,2,25,6.75,50
812,10/2/2023,17:45:00,89,Male,19,Electronics,3,25,11.25,75
813,10/15/2022,19:51:00,125,Male,52,Electronics,3,50,62,150
814,10/1/2022,20:33:00,96,Female,59,Clothing,1,500,540,500
815,4/5/2023,21:15:00,139,Female,51,Clothing,3,25,23.75,75
816,9/27/2023,19:29:00,133,Male,47,Beauty,2,500,240,1000
817,10/5/2022,21:12:00,87,Male,30,Beauty,4,50,49,200
818,5/29/2023,18:56:00,4,Male,30,Electronics,1,500,265,500
819,8/15/2023,21:59:00,111,Female,35,Beauty,2,50,26,100
820,2/17/2023,22:49:00,1,Male,49,Electronics,4,50,24,200
821,11/23/2022,11:27:00,40,Male,49,Electronics,1,300,129,300
822,2/16/2023,17:39:00,3,Female,52,Beauty,3,50,13.5,150
823,12/3/2023,17:42:00,66,Female,56,Electronics,2,50,25,100
824,2/25/2023,19:10:00,3,Male,63,Clothing,4,30,9.3,120
825,1/8/2022,17:27:00,51,Female,46,Beauty,1,25,27.25,25
826,12/24/2022,19:08:00,81,Female,46,Clothing,1,300,303,300
827,10/28/2023,19:24:00,96,Male,61,Beauty,3,300,165,900
828,11/24/2022,15:54:00,76,Female,33,Electronics,4,300,132,1200
829,3/24/2022,21:31:00,52,Male,61,Beauty,3,30,9.6,90
830,9/29/2022,20:19:00,77,Female,64,Clothing,3,50,18.5,150
831,11/30/2022,11:49:00,149,Male,27,Electronics,4,25,13.75,100
832,11/13/2022,17:25:00,106,Male,47,Beauty,4,500,600,2000
833,5/9/2023,18:39:00,85,Male,42,Beauty,4,50,24.5,200
834,11/26/2023,6:55:00,13,Female,56,Beauty,2,30,14.7,60
835,9/30/2022,23:00:00,49,Male,37,Clothing,4,50,60,200
836,6/21/2023,6:32:00,2,Female,22,Clothing,1,50,27.5,50
837,1/15/2023,20:35:00,53,Male,18,Beauty,3,30,7.5,90
838,9/30/2023,21:20:00,1,Male,47,Electronics,2,300,153,600
839,11/11/2023,21:02:00,130,Female,20,Electronics,4,300,96,1200
840,7/1/2023,18:59:00,60,Male,62,Clothing,2,25,11.75,50
841,12/18/2022,20:58:00,108,Male,31,Electronics,4,25,28.5,100
842,11/28/2022,14:13:00,71,Female,47,Clothing,2,300,105,600
843,1/25/2023,22:46:00,3,Male,21,Beauty,3,500,180,1500
844,10/9/2023,17:54:00,95,Male,35,Clothing,3,50,62,150
845,10/27/2022,10:12:00,25,Male,,Clothing,1,500,145,500
846,12/22/2023,18:46:00,13,Male,42,Beauty,1,50,59.5,50
847,1/10/2023,8:42:00,2,Female,18,Electronics,4,300,162,1200
848,1/24/2022,10:46:00,15,Female,63,Clothing,3,25,9.75,75
849,6/25/2023,19:33:00,5,Male,32,Clothing,2,25,12.5,50
850,9/14/2023,19:01:00,58,Female,26,Beauty,2,500,235,1000
851,11/30/2023,17:23:00,30,Male,32,Electronics,2,25,27.75,50
852,10/1/2022,19:35:00,82,Female,41,Clothing,1,300,375,300
853,5/14/2023,22:29:00,3,Male,21,Beauty,2,500,155,1000
854,10/1/2022,15:42:00,84,Male,29,Clothing,1,50,22,50
855,11/21/2022,19:43:00,13,Male,54,Beauty,1,25,25.75,25
856,11/5/2022,17:43:00,102,Male,54,Electronics,4,30,9.3,120
857,11/20/2023,12:09:00,62,Male,60,Electronics,2,25,12,50
858,9/8/2023,18:48:00,85,Male,23,Electronics,2,50,50.5,100
859,9/20/2022,21:52:00,46,Female,56,Electronics,3,500,190,1500
860,4/11/2022,8:58:00,85,Male,63,Clothing,4,50,16,200
861,9/30/2022,8:57:00,22,Female,41,Clothing,3,30,9.6,90
862,12/11/2022,21:37:00,29,Male,28,Electronics,4,300,78,1200
863,11/12/2023,22:40:00,4,Female,30,Electronics,2,25,11.25,50
864,7/31/2023,22:16:00,139,Female,51,Electronics,1,500,215,500
865,12/17/2023,14:49:00,78,Female,42,Clothing,1,300,108,300
866,7/6/2023,18:16:00,4,Male,24,Electronics,1,50,22.5,50
867,7/24/2022,22:40:00,152,Male,21,Electronics,1,500,185,500
868,12/4/2023,13:39:00,110,Female,25,Electronics,1,300,111,300
869,9/8/2022,22:16:00,51,Male,37,Beauty,3,500,485,1500
870,4/11/2022,19:41:00,16,Female,46,Electronics,4,30,11.1,120
871,11/2/2023,23:00:00,57,Male,62,Beauty,2,30,33.9,60
872,12/10/2023,22:18:00,113,Female,63,Beauty,3,25,24.75,75
873,12/6/2023,20:20:00,137,Female,27,Electronics,4,25,29,100
874,1/17/2022,18:14:00,90,Male,60,Beauty,1,30,12.6,30
875,11/30/2023,21:47:00,134,Female,51,Electronics,4,500,135,2000
876,10/3/2023,19:39:00,104,Male,43,Clothing,4,30,30,120
877,10/1/2022,19:52:00,134,Female,58,Clothing,1,25,6.75,25
878,10/26/2023,18:53:00,31,Female,20,Clothing,1,30,11.7,30
879,11/13/2022,16:51:00,50,Male,23,Clothing,1,30,15.3,30
880,9/26/2023,20:13:00,63,Male,22,Beauty,2,500,175,1000
881,12/21/2023,20:52:00,4,Male,22,Electronics,1,300,99,300
882,10/22/2023,21:41:00,144,Female,64,Electronics,2,25,13.25,50
883,8/20/2023,20:43:00,5,Male,40,Electronics,1,500,245,500
884,2/18/2023,20:31:00,1,Female,26,Clothing,2,30,7.5,60
885,9/17/2022,10:10:00,121,Female,52,Clothing,4,30,14.4,120
886,12/11/2023,11:25:00,4,Male,37,Electronics,3,300,165,900
887,2/24/2022,19:20:00,44,Male,59,Clothing,4,25,10,100
888,12/1/2022,6:03:00,63,Female,52,Electronics,4,25,12.75,100
889,9/20/2023,22:32:00,39,Female,35,Electronics,1,50,57.5,50
890,12/25/2023,14:44:00,76,Male,34,Electronics,2,25,13.5,50
891,1/9/2023,6:43:00,24,Male,41,Electronics,3,300,99,900
892,9/13/2023,11:39:00,1,Male,20,Electronics,1,50,24,50
893,4/29/2023,18:52:00,1,Male,49,Electronics,1,50,17,50
894,9/22/2022,22:53:00,111,Male,52,Electronics,1,30,30.6,30
895,8/31/2023,21:51:00,3,Female,55,Clothing,4,30,14.4,120
896,12/30/2023,19:17:00,56,Female,30,Electronics,2,25,30.75,50
897,9/12/2023,17:53:00,15,Female,64,Electronics,2,50,51.5,100
898,9/17/2023,20:55:00,53,Female,42,Clothing,3,30,35.1,90
899,5/22/2023,21:34:00,147,Male,26,Clothing,2,300,153,600
900,11/10/2022,8:41:00,130,Male,21,Clothing,2,30,15.6,60
901,8/2/2023,6:38:00,2,Male,31,Electronics,1,30,12,30
902,2/14/2022,17:16:00,108,Female,54,Beauty,1,50,21.5,50
903,7/27/2023,22:14:00,3,Female,51,Beauty,4,50,14,200
904,4/1/2022,20:26:00,43,Male,28,Clothing,1,500,160,500
905,10/1/2023,6:27:00,96,Male,58,Beauty,1,300,111,300
906,7/19/2022,17:55:00,6,Female,20,Clothing,1,50,17,50
907,9/2/2022,6:16:00,145,Female,45,Electronics,1,25,8.5,25
908,10/30/2022,14:47:00,64,Male,46,Beauty,4,300,81,1200
909,10/29/2023,19:43:00,71,Male,26,Electronics,1,300,288,300
910,8/21/2022,6:29:00,138,Female,20,Beauty,3,50,22.5,150
911,7/15/2023,17:29:00,3,Male,42,Electronics,3,300,84,900
912,10/31/2022,6:18:00,122,Male,51,Beauty,3,50,20.5,150
913,10/12/2022,10:52:00,78,Male,29,Electronics,3,30,16.5,90
914,9/7/2022,22:25:00,83,Female,59,Electronics,1,500,510,500
915,10/11/2023,19:06:00,95,Female,26,Beauty,3,30,12.9,90
916,12/5/2023,12:56:00,68,Female,32,Electronics,1,50,26,50
917,2/15/2022,11:50:00,120,Female,57,Electronics,4,50,16.5,200
918,10/13/2023,21:59:00,114,Female,42,Electronics,3,30,16.2,90
919,10/28/2023,21:13:00,82,Female,22,Beauty,2,25,27.75,50
920,8/20/2022,10:25:00,99,Female,28,Beauty,3,25,6.75,75
921,9/28/2022,9:34:00,101,Male,,Electronics,3,25,8,75
922,10/19/2023,22:54:00,103,Male,41,Electronics,1,50,60.5,50
923,6/10/2023,17:20:00,62,Male,32,Beauty,3,300,165,900
924,9/17/2022,22:18:00,151,Male,55,Beauty,2,50,55,100
925,12/20/2022,17:12:00,54,Male,25,Electronics,1,300,315,300
926,10/6/2023,22:53:00,53,Male,22,Electronics,1,30,15.6,30
927,2/21/2022,17:13:00,83,Male,43,Electronics,4,500,250,2000
928,11/5/2023,10:20:00,54,Female,35,Clothing,4,300,90,1200
929,3/11/2022,10:18:00,40,Female,23,Beauty,3,25,10.5,75
930,1/12/2023,17:54:00,1,Male,54,Clothing,4,50,26,200
931,10/7/2023,21:34:00,48,Male,30,Beauty,4,30,29.1,120
932,10/8/2022,8:33:00,120,Female,45,Beauty,4,25,7.75,100
933,9/19/2022,7:53:00,81,Male,22,Beauty,1,30,12.9,30
934,11/22/2022,18:20:00,111,Male,30,Beauty,1,500,240,500
935,9/10/2022,21:16:00,2,Female,34,Beauty,1,50,55.5,50
936,1/5/2022,10:51:00,143,Male,57,Beauty,4,50,19.5,200
937,10/18/2022,19:57:00,50,Female,62,Beauty,1,500,510,500
938,9/16/2022,17:55:00,103,Male,49,Clothing,4,50,23,200
939,11/7/2022,15:28:00,75,Female,46,Electronics,1,300,81,300
940,1/5/2022,8:11:00,46,Female,20,Electronics,1,30,9.6,30
941,4/28/2023,9:58:00,39,Female,57,Clothing,2,25,6.5,50
942,12/1/2023,9:22:00,35,Male,51,Clothing,3,500,160,1500
943,11/5/2022,19:29:00,90,Female,57,Clothing,4,300,318,1200
944,8/23/2022,20:22:00,136,Male,44,Clothing,2,25,12,50
945,10/1/2022,10:01:00,120,Male,30,Beauty,1,25,13.25,25
946,8/8/2023,20:15:00,2,Male,62,Electronics,4,500,235,2000
947,7/31/2022,7:09:00,4,Male,50,Beauty,1,300,129,300
948,12/10/2023,22:06:00,52,Female,23,Electronics,3,25,28.75,75
949,6/20/2023,20:28:00,21,Female,41,Electronics,2,25,9,50
950,9/22/2022,21:27:00,75,Male,36,Clothing,3,300,144,900
951,9/18/2022,21:35:00,58,Male,33,Beauty,2,50,57.5,100
952,12/21/2022,18:09:00,69,Female,57,Clothing,1,25,13.25,25
953,7/2/2023,17:58:00,1,Male,45,Beauty,3,30,12.6,90
954,9/5/2023,21:03:00,87,Female,50,Electronics,3,300,321,900
955,1/16/2022,17:57:00,16,Male,58,Clothing,1,25,12.5,25
956,4/24/2023,21:50:00,140,Male,30,Clothing,3,500,135,1500
957,6/19/2023,19:00:00,105,Female,60,Electronics,4,30,9.3,120
958,1/1/2022,21:14:00,116,Male,62,Electronics,2,25,11,50
959,9/18/2022,17:59:00,54,Female,42,Electronics,2,30,28.5,60
960,3/29/2023,19:01:00,134,Male,59,Clothing,2,30,14.4,60
961,3/22/2023,22:36:00,86,Male,53,Beauty,4,50,23,200
962,12/15/2023,22:02:00,76,Male,44,Clothing,2,30,35.1,60
963,10/19/2023,18:24:00,76,Female,55,Beauty,1,50,13,50
964,8/26/2022,8:18:00,15,Male,24,Clothing,3,300,156,900
965,11/27/2022,21:45:00,84,Male,22,Clothing,4,50,13,200
966,11/7/2022,7:22:00,119,Male,60,Electronics,2,500,190,1000
967,8/4/2023,10:13:00,4,Male,62,Beauty,1,25,13.25,25
968,12/18/2023,20:34:00,101,Female,48,Clothing,3,300,120,900
969,11/27/2023,11:47:00,2,Female,40,Clothing,3,300,84,900
970,5/25/2023,18:13:00,2,Male,59,Electronics,4,500,220,2000
971,12/30/2023,16:50:00,64,Female,27,Electronics,4,50,26.5,200
972,8/16/2022,11:42:00,139,Male,49,Beauty,4,25,6.75,100
973,9/3/2023,8:44:00,51,Male,60,Clothing,1,50,13,50
974,12/28/2023,18:39:00,3,Male,47,Beauty,1,30,11.7,30
975,1/9/2023,7:41:00,145,Female,56,Clothing,4,50,19.5,200
976,10/8/2023,19:50:00,56,Female,48,Beauty,2,300,345,600
977,7/26/2022,8:35:00,46,Female,35,Electronics,3,25,13.75,75
978,7/27/2023,9:58:00,16,Female,53,Clothing,3,50,19,150
979,5/18/2022,10:18:00,6,Female,19,Beauty,1,25,10.5,25
980,10/14/2022,19:51:00,147,Female,31,Electronics,3,25,12.5,75
981,2/5/2022,21:08:00,5,Female,30,Electronics,2,30,12.9,60
982,11/10/2022,14:08:00,50,Female,46,Beauty,3,30,15.6,90
983,10/10/2022,20:12:00,61,Female,29,Clothing,1,300,345,300
984,11/20/2023,19:29:00,83,Male,56,Clothing,1,500,480,500
985,6/13/2023,22:33:00,113,Female,19,Electronics,2,25,9,50
986,8/1/2022,9:35:00,65,Female,49,Clothing,2,500,200,1000
987,11/8/2023,18:45:00,1,Female,30,Clothing,3,300,165,900
988,8/5/2022,18:41:00,85,Female,63,Clothing,3,25,8,75
989,10/31/2022,13:30:00,97,Female,44,Electronics,1,25,8.25,25
990,3/29/2023,21:45:00,68,Female,58,Beauty,2,500,235,1000
991,9/14/2023,14:28:00,110,Female,34,Clothing,2,50,19.5,100
992,10/15/2023,19:34:00,134,Female,57,Electronics,2,30,7.8,60
993,9/7/2022,9:21:00,134,Female,48,Electronics,3,50,17,150
994,12/24/2022,16:38:00,73,Female,51,Beauty,2,500,125,1000
995,3/4/2023,22:38:00,4,Female,41,Clothing,1,30,9.9,30
996,7/3/2023,17:38:00,2,Male,62,Clothing,1,50,13.5,50
997,10/1/2023,20:36:00,51,Male,52,Beauty,3,30,15,90
998,10/21/2023,17:32:00,61,Female,23,Beauty,4,25,30.5,100
999,12/14/2022,16:45:00,110,Female,36,Electronics,3,50,21.5,150
1000,4/1/2023,10:22:00,1,Male,47,Electronics,4,30,8.4,120
1001,9/1/2023,20:11:00,99,Male,34,Beauty,3,50,22,150
1002,3/2/2022,9:24:00,69,Female,26,Clothing,2,500,270,1000
1003,1/26/2022,7:59:00,80,Male,50,Electronics,1,30,15.9,30
1004,1/11/2023,21:46:00,2,Male,37,Clothing,1,500,230,500
1005,8/12/2023,20:38:00,2,Male,30,Beauty,2,50,17.5,100
1006,10/29/2023,19:23:00,2,Female,45,Beauty,1,30,14.1,30
1007,6/9/2023,10:09:00,15,Male,46,Clothing,2,25,11.5,50
1008,1/10/2022,8:51:00,116,Male,30,Electronics,4,25,13,100
1009,9/22/2023,14:18:00,88,Male,63,Electronics,2,300,78,600
1010,10/21/2022,22:11:00,65,Female,52,Clothing,4,50,54.5,200
1011,4/1/2022,6:48:00,15,Male,23,Clothing,2,50,19,100
1012,12/8/2022,18:47:00,56,Male,35,Beauty,3,25,27.25,75
1013,7/16/2022,19:38:00,111,Male,22,Electronics,3,500,200,1500
1014,2/4/2022,10:26:00,147,Male,64,Clothing,4,30,11.4,120
1015,3/9/2022,11:53:00,94,Female,42,Electronics,4,500,200,2000
1016,12/12/2022,7:39:00,52,Male,19,Clothing,3,500,200,1500
1017,9/5/2023,18:41:00,2,Female,27,Clothing,4,25,12,100
1018,7/6/2023,19:13:00,4,Female,47,Electronics,2,25,13,50
1019,12/14/2023,21:22:00,56,Female,62,Clothing,2,25,25.75,50
1020,11/22/2022,18:30:00,86,Male,22,Clothing,3,300,300,900
1021,6/11/2022,10:19:00,44,Female,50,Beauty,1,500,155,500
1022,9/5/2023,17:49:00,69,Male,18,Clothing,2,50,52.5,100
1023,5/23/2023,8:40:00,5,Female,35,Clothing,4,30,8.1,120
1024,12/3/2023,21:51:00,72,Female,49,Clothing,1,300,126,300
1025,11/12/2022,16:41:00,103,Female,64,Beauty,1,50,16.5,50
1026,11/24/2022,19:10:00,60,Female,28,Electronics,2,500,520,1000
1027,4/30/2022,21:00:00,131,Female,38,Beauty,2,25,7.5,50
1028,3/9/2023,18:09:00,1,Female,43,Beauty,1,500,250,500
1029,7/18/2023,19:23:00,117,Female,42,Electronics,1,30,12.3,30
1030,11/27/2022,18:02:00,96,Female,39,Beauty,3,300,309,900
1031,11/12/2023,21:15:00,3,Male,44,Electronics,4,300,126,1200
1032,4/1/2022,8:15:00,1,Male,30,Beauty,3,30,10.5,90
1033,4/12/2023,6:52:00,32,Female,50,Electronics,2,50,19,100
1034,11/13/2022,14:48:00,52,Female,51,Clothing,3,50,24.5,150
1035,4/26/2023,21:56:00,52,Female,58,Beauty,3,300,105,900
1036,8/17/2022,18:03:00,121,Male,52,Beauty,3,300,117,900
1037,10/17/2023,17:38:00,2,Female,18,Beauty,3,25,11.5,75
1038,12/30/2023,9:09:00,11,Male,38,Beauty,4,50,20.5,200
1039,12/3/2023,20:01:00,1,Male,23,Clothing,4,30,13.8,120
1040,12/12/2023,21:24:00,112,Male,45,Beauty,1,50,21,50
1041,5/10/2022,7:27:00,74,Male,34,Clothing,2,25,11,50
1042,2/11/2022,6:21:00,7,Male,22,Clothing,3,300,150,900
1043,11/30/2023,18:10:00,20,Female,48,Clothing,1,300,87,300
1044,2/20/2022,9:08:00,70,Female,22,Clothing,1,25,7.5,25
1045,2/26/2022,17:28:00,110,Female,55,Electronics,1,30,9.9,30
1046,7/21/2023,21:47:00,5,Female,20,Electronics,4,300,156,1200
1047,12/4/2022,21:53:00,84,Female,40,Beauty,3,500,490,1500
1048,7/12/2023,19:14:00,3,Male,54,Electronics,3,300,93,900
1049,5/16/2022,6:36:00,143,Female,54,Electronics,2,500,125,1000
1050,12/10/2022,20:15:00,24,Female,27,Beauty,3,25,11.25,75
1051,9/13/2023,17:47:00,104,Male,27,Beauty,3,25,25,75
1052,2/12/2022,6:12:00,94,Female,36,Beauty,1,300,120,300
1053,2/10/2023,21:13:00,40,Male,34,Electronics,2,50,20.5,100
1054,1/10/2022,9:24:00,49,Female,38,Electronics,3,500,140,1500
1055,10/23/2022,21:35:00,97,Male,31,Beauty,4,30,37.5,120
1056,4/17/2022,19:46:00,54,Female,26,Clothing,3,300,114,900
1057,9/19/2023,22:31:00,114,Female,63,Beauty,1,30,15.9,30
1058,10/30/2022,18:31:00,100,Male,18,Clothing,4,300,153,1200
1059,7/12/2022,22:05:00,89,Male,62,Clothing,1,50,12.5,50
1060,11/12/2022,18:29:00,71,Male,30,Beauty,3,50,57,150
1061,9/18/2023,7:56:00,3,Male,21,Beauty,4,50,12.5,200
1062,12/20/2022,16:05:00,69,Male,18,Beauty,2,50,21.5,100
1063,8/4/2022,10:26:00,56,Male,57,Electronics,2,25,11,50
1064,4/14/2022,10:38:00,49,Male,49,Clothing,4,25,13.75,100
1065,10/24/2023,15:16:00,76,Male,51,Electronics,4,500,175,2000
1066,10/6/2023,18:11:00,4,Female,45,Electronics,1,30,8.4,30
1067,10/3/2023,17:01:00,105,Female,48,Beauty,4,300,129,1200
1068,9/14/2022,10:11:00,136,Male,25,Electronics,1,300,111,300
1069,10/13/2023,19:05:00,2,Female,56,Beauty,3,25,6.75,75
1070,7/14/2022,11:12:00,102,Female,43,Clothing,1,300,120,300
1071,9/21/2023,17:38:00,155,Female,51,Beauty,4,25,6.75,100
1072,2/24/2023,18:10:00,4,Female,20,Electronics,4,500,180,2000
1073,2/21/2022,18:16:00,82,Male,29,Electronics,3,30,15.3,90
1074,10/4/2022,20:18:00,67,Female,18,Beauty,4,500,230,2000
1075,9/14/2022,19:17:00,92,Male,61,Beauty,4,50,21.5,200
1076,7/14/2023,11:09:00,99,Female,22,Electronics,2,50,15,100
1077,12/16/2022,18:45:00,141,Female,47,Clothing,2,50,15,100
1078,5/4/2023,22:20:00,16,Female,47,Clothing,3,500,125,1500
1079,8/21/2023,6:45:00,1,Male,34,Beauty,1,300,117,300
1080,12/8/2022,13:31:00,70,Female,64,Clothing,2,30,13.2,60
1081,6/27/2023,22:23:00,5,Male,40,Electronics,1,50,17,50
1082,10/22/2022,15:56:00,111,Female,32,Beauty,4,50,27.5,200
1083,9/30/2022,15:46:00,99,Male,54,Electronics,2,50,17.5,100
1084,10/23/2022,20:37:00,93,Female,38,Electronics,3,30,7.8,90
1085,8/12/2022,9:29:00,76,Male,31,Clothing,3,50,17,150
1086,9/14/2023,19:50:00,84,Male,19,Beauty,3,30,16.5,90
1087,11/8/2022,23:00:00,81,Female,28,Beauty,2,50,15,100
1088,9/14/2023,7:00:00,6,Male,56,Clothing,1,500,155,500
1089,10/21/2023,18:44:00,108,Female,55,Electronics,4,500,555,2000
1090,2/18/2023,19:54:00,4,Female,51,Electronics,1,30,7.5,30
1091,7/15/2023,8:46:00,139,Female,55,Electronics,1,500,235,500
1092,5/3/2022,20:15:00,58,Female,51,Electronics,4,30,31.5,120
1093,11/6/2023,17:26:00,87,Female,35,Beauty,4,500,270,2000
1094,6/15/2023,20:34:00,1,Female,47,Beauty,2,500,210,1000
1095,9/5/2022,17:56:00,56,Female,32,Clothing,2,30,9.9,60
1096,12/1/2022,14:49:00,82,Female,44,Clothing,2,300,138,600
1097,12/26/2022,20:53:00,86,Female,51,Beauty,2,500,485,1000
1098,7/6/2023,22:34:00,3,Female,55,Beauty,2,50,19.5,100
1099,12/24/2022,12:41:00,56,Female,50,Electronics,4,300,162,1200
1100,1/20/2023,18:15:00,136,Male,41,Electronics,1,30,13.2,30
1101,5/17/2022,7:47:00,15,Male,32,Clothing,2,300,132,600
1102,8/21/2023,18:04:00,5,Female,47,Beauty,2,25,6.5,50
1103,2/14/2022,7:11:00,61,Female,59,Clothing,1,25,6.75,25
1104,7/11/2022,20:13:00,70,Female,34,Beauty,2,500,150,1000
1105,11/12/2022,19:09:00,19,Female,22,Electronics,1,500,270,500
1106,8/12/2023,17:50:00,3,Female,46,Clothing,1,50,14,50
1107,12/31/2022,11:14:00,62,Female,21,Clothing,4,300,102,1200
1108,7/8/2023,10:27:00,1,Female,27,Beauty,3,25,10,75
1109,12/13/2023,22:13:00,114,Female,34,Electronics,4,500,590,2000
1110,10/26/2022,19:14:00,62,Male,27,Clothing,3,300,114,900
1111,4/30/2023,21:34:00,2,Female,34,Electronics,3,500,185,1500
1112,12/22/2022,17:11:00,94,Male,37,Clothing,3,500,180,1500
1113,12/8/2023,17:41:00,141,Female,41,Electronics,2,25,27.75,50
1114,8/18/2022,22:19:00,100,Female,22,Beauty,4,25,12,100
1115,9/21/2023,17:41:00,99,Male,51,Clothing,3,500,180,1500
1116,8/15/2022,22:26:00,145,Female,23,Clothing,1,30,12.3,30
1117,9/11/2023,7:48:00,144,Male,19,Electronics,2,500,210,1000
1118,10/13/2023,17:24:00,1,Female,30,Electronics,4,500,170,2000
1119,11/19/2023,9:36:00,1,Female,60,Clothing,3,50,25.5,150
1120,3/2/2023,19:32:00,4,Male,60,Beauty,1,50,26.5,50
1121,11/23/2022,21:10:00,95,Female,28,Electronics,4,50,50.5,200
1122,9/7/2022,19:53:00,138,Male,64,Electronics,4,30,31.8,120
1123,12/11/2023,21:04:00,1,Female,40,Electronics,2,30,10.8,60
1124,10/6/2023,20:04:00,83,Male,33,Clothing,4,500,515,2000
1125,11/12/2023,17:51:00,79,Male,48,Clothing,2,50,21.5,100
1126,9/12/2022,17:12:00,62,Female,28,Clothing,3,30,28.8,90
1127,3/15/2022,19:26:00,87,Female,33,Clothing,2,25,13,50
1128,1/4/2022,17:35:00,60,Male,25,Beauty,1,500,135,500
1129,9/8/2023,21:46:00,1,Female,21,Beauty,2,300,156,600
1130,2/20/2023,9:03:00,28,Female,57,Clothing,1,500,180,500
1131,12/31/2022,19:16:00,130,Female,21,Beauty,2,300,336,600
1132,11/7/2023,17:27:00,14,Male,42,Electronics,4,50,59,200
1133,3/5/2022,6:42:00,58,Male,20,Electronics,3,300,159,900
1134,8/5/2022,9:04:00,106,Male,49,Electronics,1,50,24,50
1135,1/14/2022,8:16:00,124,Male,20,Clothing,2,25,12.5,50
1136,7/2/2023,8:41:00,93,Male,44,Electronics,2,300,81,600
1137,11/5/2022,22:34:00,104,Male,46,Beauty,2,500,145,1000
1138,10/16/2023,11:59:00,27,Male,49,Clothing,4,50,14.5,200
1139,12/21/2023,14:23:00,87,Male,36,Beauty,4,500,230,2000
1140,5/22/2022,19:26:00,154,Male,38,Electronics,1,30,15.9,30
1141,9/17/2023,19:13:00,65,Female,22,Electronics,1,50,58,50
1142,11/9/2022,9:49:00,2,Male,35,Electronics,4,300,114,1200
1143,5/1/2023,21:10:00,23,Female,45,Clothing,1,50,15,50
1144,12/30/2022,21:27:00,148,Female,59,Beauty,3,500,125,1500
1145,9/1/2023,19:19:00,87,Female,39,Clothing,3,25,31,75
1146,10/9/2023,21:11:00,52,Male,38,Clothing,4,50,60,200
1147,11/25/2023,22:14:00,35,Male,23,Electronics,1,300,330,300
1148,8/11/2023,22:04:00,2,Male,18,Clothing,2,30,10.8,60
1149,9/14/2023,19:23:00,98,Male,22,Clothing,3,25,29.75,75
1150,8/22/2022,10:04:00,77,Female,,Electronics,4,30,10.2,120
1151,12/12/2022,14:48:00,99,Male,29,Clothing,1,50,26,50
1152,12/26/2022,7:48:00,87,Male,43,Electronics,4,500,170,2000
1153,9/24/2022,12:30:00,91,Male,63,Electronics,2,500,265,1000
